pincode,year,state,district,age_0_5,age_5_17,age_18_greater,total_enrollments,updates_5_17,updates_18_plus,total_updates,UER,UER_18_plus,p90_uer_threshold,p90_uer18_threshold
431742,2025,Maharashtra,Nanded,44,28,1,73,50,1973,2023,27.71232876712329,27.027397260273972,19.0,17.304525288376222
431743,2025,Maharashtra,Nanded,40,6,0,46,19,1182,1201,26.108695652173914,25.695652173913043,19.0,17.304525288376222
431745,2025,Maharashtra,Nanded,45,12,0,57,38,1605,1643,28.82456140350877,28.157894736842106,19.0,17.304525288376222
431801,2025,Maharashtra,Nanded,264,54,0,318,167,8772,8939,28.11006289308176,27.58490566037736,19.0,17.304525288376222
431803,2025,Maharashtra,Nanded,41,25,5,71,53,3335,3388,47.71830985915493,46.971830985915496,19.0,17.304525288376222
431805,2025,Maharashtra,Nanded,181,60,2,243,157,8113,8270,34.03292181069959,33.38683127572016,19.0,17.304525288376222
431806,2025,Maharashtra,Nanded,277,62,24,363,233,9091,9324,25.68595041322314,25.044077134986225,19.0,17.304525288376222
431807,2025,Maharashtra,Nanded,86,25,1,112,48,2972,3020,26.964285714285715,26.535714285714285,19.0,17.304525288376222
431808,2025,Maharashtra,Nanded,54,11,0,65,43,1484,1527,23.49230769230769,22.83076923076923,19.0,17.304525288376222
431809,2025,Maharashtra,Nanded,142,26,3,171,183,4892,5075,29.678362573099417,28.608187134502923,19.0,17.304525288376222
431810,2025,Maharashtra,Nanded,20,9,1,30,3,1067,1070,35.666666666666664,35.56666666666667,19.0,17.304525288376222
440037,2025,Maharashtra,Nagpur,37,24,0,61,148,1128,1276,20.918032786885245,18.491803278688526,19.0,17.304525288376222
441101,2025,Maharashtra,Nagpur,76,11,0,87,99,3212,3311,38.05747126436781,36.91954022988506,19.0,17.304525288376222
441103,2025,Maharashtra,Nagpur,85,9,1,95,101,1861,1962,20.652631578947368,19.589473684210525,19.0,17.304525288376222
441104,2025,Maharashtra,Nagpur,149,6,1,156,255,3572,3827,24.53205128205128,22.897435897435898,19.0,17.304525288376222
441107,2025,Maharashtra,Nagpur,152,15,3,170,163,4249,4412,25.95294117647059,24.99411764705882,19.0,17.304525288376222
441110,2025,Maharashtra,Nagpur,176,26,4,206,599,4206,4805,23.325242718446603,20.41747572815534,19.0,17.304525288376222
441112,2025,Maharashtra,Nagpur,54,1,1,56,44,1114,1158,20.678571428571427,19.892857142857142,19.0,17.304525288376222
441201,2025,Maharashtra,Nagpur,38,3,0,41,57,1208,1265,30.853658536585368,29.463414634146343,19.0,17.304525288376222
441205,2025,Maharashtra,Chandrapur,100,2,1,103,114,4542,4656,45.20388349514563,44.09708737864078,19.0,17.304525288376222
441206,2025,Maharashtra,Chandrapur,270,6,1,277,178,12077,12255,44.24187725631769,43.59927797833935,19.0,17.304525288376222
441207,2025,Maharashtra,Gadchiroli,129,4,0,133,133,4370,4503,33.857142857142854,32.857142857142854,19.0,17.304525288376222
441209,2025,Maharashtra,Gadchiroli,204,25,0,229,501,5892,6393,27.91703056768559,25.729257641921397,19.0,17.304525288376222
441212,2025,Maharashtra,Chandrapur,35,3,0,38,30,1152,1182,31.105263157894736,30.31578947368421,19.0,17.304525288376222
441215,2025,Maharashtra,Chandrapur,78,4,1,83,121,4137,4258,51.30120481927711,49.8433734939759,19.0,17.304525288376222
441217,2025,Maharashtra,Gadchiroli,75,4,0,79,92,1901,1993,25.227848101265824,24.063291139240505,19.0,17.304525288376222
441221,2025,Maharashtra,Chandrapur,108,1,2,111,107,5869,5976,53.83783783783784,52.873873873873876,19.0,17.304525288376222
441223,2025,Maharashtra,Chandrapur,66,4,0,70,33,2360,2393,34.18571428571428,33.714285714285715,19.0,17.304525288376222
441224,2025,Maharashtra,Chandrapur,153,2,4,159,86,3765,3851,24.22012578616352,23.67924528301887,19.0,17.304525288376222
441225,2025,Maharashtra,Chandrapur,151,2,2,155,249,6732,6981,45.038709677419355,43.43225806451613,19.0,17.304525288376222
441228,2025,Maharashtra,Chandrapur,62,1,0,63,53,1187,1240,19.682539682539684,18.841269841269842,19.0,17.304525288376222
441301,2025,Maharashtra,Nagpur,39,3,0,42,15,884,899,21.404761904761905,21.047619047619047,19.0,17.304525288376222
441302,2025,Maharashtra,Nagpur,124,7,1,132,150,2504,2654,20.106060606060606,18.96969696969697,19.0,17.304525288376222
441501,2025,Maharashtra,Nagpur,173,6,2,181,212,3668,3880,21.43646408839779,20.265193370165747,19.0,17.304525288376222
441502,2025,Maharashtra,Nagpur,45,2,6,53,66,1841,1907,35.9811320754717,34.735849056603776,19.0,17.304525288376222
441614,2025,Maharashtra,Gondiya,500,23,1,524,1086,9854,10940,20.87786259541985,18.80534351145038,19.0,17.304525288376222
441701,2025,Maharashtra,Gondiya,70,6,3,79,53,4692,4745,60.063291139240505,59.392405063291136,19.0,17.304525288376222
441702,2025,Maharashtra,Gondiya,106,5,1,112,84,4490,4574,40.839285714285715,40.089285714285715,19.0,17.304525288376222
441802,2025,Maharashtra,Gondiya,169,3,0,172,155,4582,4737,27.540697674418606,26.63953488372093,19.0,17.304525288376222
441803,2025,Maharashtra,Bhandara,41,3,0,44,78,4449,4527,102.88636363636364,101.11363636363636,19.0,17.304525288376222
441805,2025,Maharashtra,Bhandara,40,1,2,43,44,2195,2239,52.06976744186046,51.04651162790697,19.0,17.304525288376222
441806,2025,Maharashtra,Gondiya,68,3,0,71,86,2455,2541,35.7887323943662,34.57746478873239,19.0,17.304525288376222
441807,2025,Maharashtra,Gondiya,211,6,0,217,209,4425,4634,21.35483870967742,20.391705069124423,19.0,17.304525288376222
441901,2025,Maharashtra,Gondiya,145,3,0,148,225,5710,5935,40.101351351351354,38.58108108108108,19.0,17.304525288376222
441902,2025,Maharashtra,Gondiya,301,3,0,304,221,7863,8084,26.592105263157894,25.86513157894737,19.0,17.304525288376222
441907,2025,Maharashtra,Bhandara,68,2,0,70,88,1825,1913,27.32857142857143,26.071428571428573,19.0,17.304525288376222
441909,2025,Maharashtra,Bhandara,67,0,0,67,53,1467,1520,22.686567164179106,21.895522388059703,19.0,17.304525288376222
441912,2025,Maharashtra,Bhandara,173,4,1,178,174,3209,3383,19.00561797752809,18.028089887640448,19.0,17.304525288376222
441915,2025,Maharashtra,Bhandara,87,3,0,90,169,2622,2791,31.011111111111113,29.133333333333333,19.0,17.304525288376222
441916,2025,Maharashtra,Gondiya,148,3,0,151,273,7344,7617,50.443708609271525,48.63576158940398,19.0,17.304525288376222
442105,2025,Maharashtra,Wardha,32,1,0,33,62,617,679,20.575757575757574,18.696969696969695,19.0,17.304525288376222
442202,2025,Maharashtra,Wardha,97,6,0,103,131,2177,2308,22.40776699029126,21.135922330097088,19.0,17.304525288376222
442307,2025,Maharashtra,Wardha,48,1,0,49,74,2014,2088,42.61224489795919,41.10204081632653,19.0,17.304525288376222
442503,2025,Maharashtra,Chandrapur,23,8,0,31,36,607,643,20.741935483870968,19.580645161290324,19.0,17.304525288376222
442504,2025,Maharashtra,Gadchiroli,114,34,6,154,118,4133,4251,27.603896103896105,26.837662337662337,19.0,17.304525288376222
442505,2025,Maharashtra,Chandrapur,40,4,2,46,62,1329,1391,30.23913043478261,28.891304347826086,19.0,17.304525288376222
442603,2025,Maharashtra,Gadchiroli,183,7,1,191,173,4700,4873,25.513089005235603,24.607329842931936,19.0,17.304525288376222
442701,2025,Maharashtra,Chandrapur,174,14,1,189,197,3458,3655,19.33862433862434,18.296296296296298,19.0,17.304525288376222
442702,2025,Maharashtra,Chandrapur,151,7,1,159,189,8770,8959,56.34591194968554,55.15723270440252,19.0,17.304525288376222
442707,2025,Maharashtra,Gadchiroli,204,11,0,215,270,6463,6733,31.316279069767443,30.06046511627907,19.0,17.304525288376222
442709,2025,Maharashtra,Gadchiroli,125,19,2,146,48,2754,2802,19.19178082191781,18.863013698630137,19.0,17.304525288376222
442710,2025,Maharashtra,Gadchiroli,139,56,3,198,237,5868,6105,30.833333333333332,29.636363636363637,19.0,17.304525288376222
442903,2025,Maharashtra,Chandrapur,141,10,2,153,121,4675,4796,31.34640522875817,30.555555555555557,19.0,17.304525288376222
442904,2025,Maharashtra,Chandrapur,56,1,0,57,16,1252,1268,22.24561403508772,21.964912280701753,19.0,17.304525288376222
442905,2025,Maharashtra,Chandrapur,218,28,4,250,140,5384,5524,22.096,21.536,19.0,17.304525288376222
442906,2025,Maharashtra,Chandrapur,103,4,0,107,51,2501,2552,23.850467289719628,23.373831775700936,19.0,17.304525288376222
442907,2025,Maharashtra,Chandrapur,194,14,0,208,234,10375,10609,51.00480769230769,49.87980769230769,19.0,17.304525288376222
442908,2025,Maharashtra,Chandrapur,203,24,2,229,234,9800,10034,43.81659388646288,42.79475982532751,19.0,17.304525288376222
442914,2025,Maharashtra,Chandrapur,36,1,0,37,20,775,795,21.486486486486488,20.945945945945947,19.0,17.304525288376222
442916,2025,Maharashtra,Chandrapur,68,10,0,78,91,4678,4769,61.14102564102564,59.97435897435897,19.0,17.304525288376222
443102,2025,Maharashtra,Buldhana,101,10,0,111,51,2151,2202,19.83783783783784,19.37837837837838,19.0,17.304525288376222
443106,2025,Maharashtra,Buldhana,199,20,0,219,200,4587,4787,21.858447488584474,20.945205479452056,19.0,17.304525288376222
443112,2025,Maharashtra,Buldhana,33,4,0,37,28,967,995,26.89189189189189,26.135135135135137,19.0,17.304525288376222
443202,2025,Maharashtra,Buldhana,213,58,2,273,125,6361,6486,23.75824175824176,23.3003663003663,19.0,17.304525288376222
443203,2025,Maharashtra,Buldhana,134,49,0,183,93,4521,4614,25.21311475409836,24.704918032786885,19.0,17.304525288376222
443301,2025,Maharashtra,Buldhana,363,50,0,413,544,12812,13356,32.33898305084746,31.02179176755448,19.0,17.304525288376222
443303,2025,Maharashtra,Buldhana,131,9,1,141,119,3100,3219,22.829787234042552,21.98581560283688,19.0,17.304525288376222
443304,2025,Maharashtra,Buldhana,95,18,0,113,101,5545,5646,49.9646017699115,49.07079646017699,19.0,17.304525288376222
443308,2025,Maharashtra,Buldhana,117,26,0,143,117,3144,3261,22.804195804195803,21.986013986013987,19.0,17.304525288376222
443402,2025,Maharashtra,Buldana,249,63,0,312,188,7896,8084,25.91025641025641,25.307692307692307,19.0,17.304525288376222
443403,2025,Maharashtra,Buldhana,84,26,0,110,84,2230,2314,21.036363636363635,20.272727272727273,19.0,17.304525288376222
444102,2025,Maharashtra,Akola,143,16,0,159,120,2950,3070,19.30817610062893,18.553459119496857,19.0,17.304525288376222
444106,2025,Maharashtra,Akola,63,5,0,68,62,1514,1576,23.176470588235293,22.264705882352942,19.0,17.304525288376222
444107,2025,Maharashtra,Akola,184,24,0,208,241,4421,4662,22.41346153846154,21.254807692307693,19.0,17.304525288376222
444108,2025,Maharashtra,Akola,182,32,1,215,109,4106,4215,19.6046511627907,19.09767441860465,19.0,17.304525288376222
444110,2025,Maharashtra,Washim,84,5,4,93,55,1945,2000,21.50537634408602,20.913978494623656,19.0,17.304525288376222
444126,2025,Maharashtra,Akola,52,14,0,66,29,1458,1487,22.53030303030303,22.09090909090909,19.0,17.304525288376222
444202,2025,Maharashtra,Buldhana,44,11,0,55,46,1109,1155,21.0,20.163636363636364,19.0,17.304525288376222
444303,2025,Maharashtra,Buldana,571,64,4,639,375,16458,16833,26.342723004694836,25.75586854460094,19.0,17.304525288376222
444311,2025,Maharashtra,Akola,55,11,0,66,55,2092,2147,32.53030303030303,31.696969696969695,19.0,17.304525288376222
444312,2025,Maharashtra,Buldhana,65,7,1,73,55,1512,1567,21.465753424657535,20.71232876712329,19.0,17.304525288376222
444405,2025,Maharashtra,Akola,59,3,0,62,56,2672,2728,44.0,43.096774193548384,19.0,17.304525288376222
444407,2025,Maharashtra,Akola,48,3,0,51,68,1026,1094,21.45098039215686,20.11764705882353,19.0,17.304525288376222
444502,2025,Maharashtra,Akola,34,2,0,36,58,651,709,19.694444444444443,18.083333333333332,19.0,17.304525288376222
444503,2025,Maharashtra,Washim,282,24,4,310,134,5953,6087,19.635483870967743,19.203225806451613,19.0,17.304525288376222
444504,2025,Maharashtra,Washim,147,17,4,168,144,3859,4003,23.827380952380953,22.970238095238095,19.0,17.304525288376222
444506,2025,Maharashtra,Washim,241,36,0,277,144,5917,6061,21.880866425992778,21.36101083032491,19.0,17.304525288376222
444507,2025,Maharashtra,Washim,111,16,3,130,60,4055,4115,31.653846153846153,31.192307692307693,19.0,17.304525288376222
444510,2025,Maharashtra,Washim,73,3,0,76,65,2450,2515,33.0921052631579,32.23684210526316,19.0,17.304525288376222
444511,2025,Maharashtra,Akola,69,9,0,78,130,2898,3028,38.82051282051282,37.15384615384615,19.0,17.304525288376222
444702,2025,Maharashtra,Amravati,240,135,0,375,250,10324,10574,28.197333333333333,27.530666666666665,19.0,17.304525288376222
444709,2025,Maharashtra,Amravati,159,8,4,171,385,7538,7923,46.333333333333336,44.08187134502924,19.0,17.304525288376222
444711,2025,Maharashtra,Amravati,35,2,2,39,83,2036,2119,54.333333333333336,52.205128205128204,19.0,17.304525288376222
444717,2025,Maharashtra,Amravati,83,12,2,97,57,2593,2650,27.31958762886598,26.7319587628866,19.0,17.304525288376222
444719,2025,Maharashtra,Amravati,78,73,1,152,99,5482,5581,36.7171052631579,36.06578947368421,19.0,17.304525288376222
444720,2025,Maharashtra,Amravati,42,1,2,45,71,1110,1181,26.244444444444444,24.666666666666668,19.0,17.304525288376222
444801,2025,Maharashtra,Amravati,138,16,7,161,180,3293,3473,21.571428571428573,20.453416149068325,19.0,17.304525288376222
444807,2025,Maharashtra,Amravati,135,38,4,177,88,5622,5710,32.259887005649716,31.76271186440678,19.0,17.304525288376222
444813,2025,Maharashtra,Amravati,80,28,2,110,48,3093,3141,28.554545454545455,28.118181818181817,19.0,17.304525288376222
444908,2025,Maharashtra,Amravati,53,1,0,54,68,999,1067,19.75925925925926,18.5,19.0,17.304525288376222
445002,2025,Maharashtra,Yavatmal,113,20,0,133,107,4160,4267,32.08270676691729,31.278195488721803,19.0,17.304525288376222
445101,2025,Maharashtra,Yavatmal,121,7,0,128,208,7545,7753,60.5703125,58.9453125,19.0,17.304525288376222
445102,2025,Maharashtra,Yavatmal,185,15,5,205,422,7090,7512,36.64390243902439,34.58536585365854,19.0,17.304525288376222
445103,2025,Maharashtra,Yavatmal,161,37,14,212,276,12196,12472,58.83018867924528,57.528301886792455,19.0,17.304525288376222
445105,2025,Maharashtra,Yavatmal,94,25,2,121,70,3455,3525,29.132231404958677,28.553719008264462,19.0,17.304525288376222
445106,2025,Maharashtra,Yavatmal,56,11,8,75,40,3138,3178,42.373333333333335,41.84,19.0,17.304525288376222
445109,2025,Maharashtra,Yavatmal,64,13,3,80,56,3244,3300,41.25,40.55,19.0,17.304525288376222
445110,2025,Maharashtra,Yavatmal,86,13,2,101,48,3374,3422,33.881188118811885,33.40594059405941,19.0,17.304525288376222
445201,2025,Maharashtra,Yavatmal,96,16,5,117,41,2699,2740,23.418803418803417,23.068376068376068,19.0,17.304525288376222
445203,2025,Maharashtra,Yavatmal,274,46,25,345,269,8515,8784,25.46086956521739,24.681159420289855,19.0,17.304525288376222
445207,2025,Maharashtra,Yavatmal,142,25,3,170,60,6657,6717,39.51176470588236,39.15882352941176,19.0,17.304525288376222
445209,2025,Maharashtra,Yavatmal,89,13,2,104,59,2776,2835,27.259615384615383,26.692307692307693,19.0,17.304525288376222
445210,2025,Maharashtra,Yavatmal,34,5,0,39,40,925,965,24.743589743589745,23.71794871794872,19.0,17.304525288376222
445230,2025,Maharashtra,Yavatmal,110,21,1,132,84,2683,2767,20.96212121212121,20.325757575757574,19.0,17.304525288376222
445301,2025,Maharashtra,Yavatmal,151,21,2,174,164,11831,11995,68.9367816091954,67.99425287356321,19.0,17.304525288376222
445302,2025,Maharashtra,Yavatmal,166,44,2,212,348,12040,12388,58.43396226415094,56.79245283018868,19.0,17.304525288376222
445303,2025,Maharashtra,Yavatmal,124,30,1,155,225,7657,7882,50.851612903225806,49.4,19.0,17.304525288376222
445304,2025,Maharashtra,Yavatmal,351,42,0,393,634,7124,7758,19.740458015267176,18.127226463104325,19.0,17.304525288376222
445305,2025,Maharashtra,Yavatmal,94,18,2,114,153,8335,8488,74.45614035087719,73.1140350877193,19.0,17.304525288376222
445306,2025,Maharashtra,Yavatmal,91,9,0,100,73,6336,6409,64.09,63.36,19.0,17.304525288376222
445307,2025,Maharashtra,Yavatmal,28,2,0,30,55,960,1015,33.833333333333336,32.0,19.0,17.304525288376222
445308,2025,Maharashtra,Yavatmal,31,6,1,38,70,4314,4384,115.36842105263158,113.52631578947368,19.0,17.304525288376222
445323,2025,Maharashtra,Yavatmal,68,23,0,91,55,3371,3426,37.64835164835165,37.043956043956044,19.0,17.304525288376222
445401,2025,Maharashtra,Yavatmal,65,16,2,83,65,2713,2778,33.46987951807229,32.68674698795181,19.0,17.304525288376222
445402,2025,Maharashtra,Yavatmal,94,13,4,111,201,8370,8571,77.21621621621621,75.4054054054054,19.0,17.304525288376222
454552,2025,Madhya Pradesh,Dhar,432,98,2,532,2328,11488,13816,25.969924812030076,21.593984962406015,19.0,17.304525288376222
470004,2025,Madhya Pradesh,Sagar,237,17,29,283,731,5066,5797,20.48409893992933,17.901060070671377,19.0,17.304525288376222
481441,2025,Madhya Pradesh,Balaghat,268,21,4,293,893,5854,6747,23.02730375426621,19.97952218430034,19.0,17.304525288376222
481879,2025,Madhya Pradesh,Dindori,324,42,0,366,1399,7445,8844,24.16393442622951,20.34153005464481,19.0,17.304525288376222
481882,2025,Madhya Pradesh,Dindori,300,48,1,349,1679,6473,8152,23.35816618911175,18.54727793696275,19.0,17.304525288376222
481995,2025,Madhya Pradesh,Mandla,472,45,1,518,2342,10043,12385,23.909266409266408,19.388030888030887,19.0,17.304525288376222
490006,2025,Chhattisgarh,Durg,154,22,3,179,578,3495,4073,22.75418994413408,19.52513966480447,19.0,17.304525288376222
490020,2025,Chhattisgarh,Durg,56,8,2,66,180,1240,1420,21.515151515151516,18.78787878787879,19.0,17.304525288376222
490036,2025,Chhattisgarh,Durg,144,27,2,173,328,3602,3930,22.716763005780347,20.820809248554912,19.0,17.304525288376222
491107,2025,Chhattisgarh,Durg,135,20,0,155,630,4329,4959,31.993548387096773,27.929032258064517,19.0,17.304525288376222
491111,2025,Chhattisgarh,Durg,243,25,0,268,716,7116,7832,29.223880597014926,26.55223880597015,19.0,17.304525288376222
491222,2025,Chhattisgarh,Balod,178,3,0,181,685,4792,5477,30.259668508287294,26.475138121546962,19.0,17.304525288376222
491223,2025,Chhattisgarh,Balod,252,10,1,263,1107,6027,7134,27.125475285171103,22.916349809885933,19.0,17.304525288376222
491225,2025,Chhattisgarh,Balod,162,4,0,166,315,3828,4143,24.957831325301203,23.06024096385542,19.0,17.304525288376222
491226,2025,Chhattisgarh,Balod,249,5,2,256,1113,12238,13351,52.15234375,47.8046875,19.0,17.304525288376222
491227,2025,Chhattisgarh,Balod,312,5,1,318,657,8865,9522,29.943396226415093,27.87735849056604,19.0,17.304525288376222
491228,2025,Chhattisgarh,Balod,167,16,0,183,1054,11938,12992,70.99453551912568,65.23497267759562,19.0,17.304525288376222
491229,2025,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,173,54,1,228,1334,10696,12030,52.76315789473684,46.91228070175438,19.0,17.304525288376222
491335,2025,Chhattisgarh,Bemetara,691,79,2,772,1561,17730,19291,24.988341968911918,22.966321243523318,19.0,17.304525288376222
491336,2025,Chhattisgarh,Kawardha,319,24,1,344,604,7623,8227,23.915697674418606,22.15988372093023,19.0,17.304525288376222
491340,2025,Chhattisgarh,Bemetara,482,89,0,571,987,13034,14021,24.555166374781084,22.82661996497373,19.0,17.304525288376222
491441,2025,Chhattisgarh,Rajnandgaon,1013,76,21,1110,2281,24618,26899,24.233333333333334,22.17837837837838,19.0,17.304525288376222
491444,2025,Chhattisgarh,Rajnandgaon,294,38,1,333,529,8834,9363,28.117117117117118,26.52852852852853,19.0,17.304525288376222
491445,2025,Chhattisgarh,Rajnandgaon,482,51,0,533,1268,14259,15527,29.131332082551594,26.75234521575985,19.0,17.304525288376222
491558,2025,Chhattisgarh,Rajnandgaon,313,41,0,354,1047,15476,16523,46.675141242937855,43.717514124293785,19.0,17.304525288376222
491559,2025,Chhattisgarh,Kawardha,956,149,1,1106,2765,36652,39417,35.639240506329116,33.139240506329116,19.0,17.304525288376222
491661,2025,Chhattisgarh,Rajnandgaon,391,31,1,423,843,10184,11027,26.06855791962175,24.07565011820331,19.0,17.304525288376222
491665,2025,Chhattisgarh,Balod,224,38,1,263,1575,9044,10619,40.37642585551331,34.38783269961977,19.0,17.304525288376222
